Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup
55.0,1,1,9.0,1,0,3,4.0,3,3.0,1,2.0,0,4,0,1.0,3,32227.0,2,3
28.0,0,1,30.0,1,1,3,4.0,3,5.0,3,2.0,0,2,0,0.0,3,23722.0,1,1
34.0,1,3,23.0,3,0,4,4.0,1,5.0,3,7.0,0,3,1,1.0,2,24002.0,1,1
20.0,0,1,12.0,2,0,3,4.0,0,3.0,2,2.0,1,2,1,1.0,1,17926.0,1,0
34.0,1,1,21.0,3,0,4,4.0,0,4.0,0,3.0,0,5,0,1.0,1,21434.0,1,1
22.0,1,3,14.0,3,1,3,4.0,0,4.0,3,3.0,0,5,1,2.0,1,21357.0,1,0
34.0,1,3,9.0,3,1,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,24183.0,1,1
23.0,1,1,32.0,2,1,2,3.0,0,3.0,1,2.0,0,1,0,1.0,1,17904.0,1,0
49.0,0,1,7.0,3,1,3,2.0,4,3.0,2,4.0,0,2,0,1.0,0,35563.0,3,3
37.0,0,2,9.0,2,1,4,5.0,1,3.0,3,3.0,0,3,1,1.0,2,22564.0,1,2
38.0,0,2,8.0,2,1,3,3.0,0,4.0,1,6.0,0,3,1,2.0,1,17592.0,1,2
45.0,1,1,14.0,3,0,3,5.0,3,3.0,0,5.0,0,4,1,1.0,3,28926.0,2,2
46.0,1,1,8.0,1,1,2,3.0,1,3.0,1,3.0,0,1,0,0.0,2,22379.0,1,3
47.0,0,3,9.0,3,0,2,3.0,4,3.0,1,1.0,1,5,1,0.0,0,28770.0,2,3
32.0,1,1,8.0,3,0,3,3.0,0,4.0,0,2.0,0,4,0,0.0,1,17370.0,1,1
48.0,0,1,23.0,3,1,4,2.0,1,3.0,1,3.0,1,1,1,1.0,2,23745.0,1,3
20.0,1,1,6.0,2,0,2,4.0,0,4.0,2,2.0,0,4,1,0.0,1,17836.0,1,0
36.0,0,1,32.0,2,0,4,4.0,0,4.0,1,3.0,1,3,1,2.0,1,20700.0,1,2
33.0,1,3,14.0,3,1,2,3.0,1,3.0,1,1.0,0,1,0,0.0,2,22104.0,1,1
40.0,1,1,8.0,3,0,2,1.0,1,3.0,1,6.0,0,3,1,0.0,2,21377.0,1,2
42.0,1,1,8.0,3,1,2,3.0,4,5.0,1,1.0,0,3,1,0.0,0,32665.0,2,2
33.0,0,3,8.0,3,0,3,3.0,1,4.0,2,1.0,0,1,0,0.0,2,20147.0,1,1
31.0,1,3,13.0,3,1,3,3.0,1,3.0,1,5.0,0,1,0,0.0,2,22547.0,1,1
27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,2,1,1.0,2,24981.0,1,1
35.0,1,1,6.0,3,0,2,4.0,1,3.0,0,1.0,0,1,1,1.0,2,20363.0,1,1
41.0,1,1,31.0,1,1,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0,1,2
42.0,1,1,13.0,3,0,3,1.0,1,4.0,0,7.0,1,1,0,0.0,2,17372.0,1,2
40.0,1,1,16.0,2,0,2,2.0,0,3.0,0,4.0,1,3,0,1.0,1,17213.0,1,2
52.0,1,3,11.0,2,1,3,3.0,3,4.0,3,1.0,1,4,1,1.0,3,23446.0,1,3
47.0,1,3,7.0,3,0,4,4.0,3,5.0,1,3.0,0,1,1,3.0,3,29131.0,2,3
44.0,0,1,7.0,2,0,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,24240.0,1,2
27.0,1,3,30.0,3,0,3,5.0,1,3.0,1,2.0,1,1,0,1.0,2,22835.0,1,1
32.0,1,1,19.0,3,0,4,4.0,0,3.0,1,2.0,1,4,1,2.0,1,22607.0,1,1
39.0,1,3,7.0,2,0,3,5.0,1,3.0,3,6.0,0,2,1,2.0,2,27364.0,2,2
32.0,0,1,8.0,2,1,3,3.0,0,3.0,2,1.0,0,3,1,1.0,1,18068.0,1,1
27.0,1,1,20.0,2,1,2,3.0,0,5.0,1,2.0,1,4,1,0.0,1,17235.0,1,1
45.0,1,3,7.0,3,0,4,4.0,1,5.0,1,7.0,1,1,1,2.0,2,24132.0,1,2
31.0,1,3,12.0,2,0,3,4.0,3,3.0,0,4.0,0,4,1,2.0,3,28097.0,2,1
51.0,0,1,14.0,2,1,2,5.0,3,3.0,3,3.0,0,2,0,1.0,3,25650.0,2,3
21.0,1,3,18.0,2,0,2,2.0,0,4.0,2,2.0,0,5,0,1.0,1,17716.0,1,0
25.0,1,3,10.0,2,0,3,4.0,1,3.0,0,2.0,0,4,1,1.0,2,23677.0,1,0
34.0,1,3,15.0,3,1,3,4.0,1,3.0,1,2.0,0,2,1,2.0,2,25782.0,2,1
52.0,1,1,17.0,2,0,2,3.0,1,3.0,0,1.0,0,2,1,1.0,2,18149.0,1,3
36.0,1,3,7.0,3,1,4,4.0,3,4.0,0,3.0,0,4,1,3.0,3,25973.0,2,2
30.0,1,1,34.0,3,0,3,3.0,1,3.0,0,2.0,0,3,0,2.0,2,20775.0,1,1
50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,1,2.0,3,24208.0,1,3
54.0,1,3,13.0,3,1,3,4.0,1,3.0,0,4.0,1,5,0,1.0,2,20984.0,1,3
31.0,0,1,16.0,3,1,4,4.0,1,5.0,1,3.0,0,2,0,2.0,2,21750.0,1,1
41.0,1,3,15.0,2,1,3,3.0,3,3.0,1,4.0,1,2,0,1.0,3,23189.0,1,2
34.0,1,1,15.0,2,1,3,2.0,0,5.0,1,8.0,0,3,1,2.0,1,21821.0,1,1
18.0,0,1,14.0,3,1,3,3.0,0,3.0,2,2.0,0,5,0,0.0,1,16904.0,1,0
30.0,0,1,7.0,1,1,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,22997.0,1,1
48.0,1,1,6.0,2,0,2,4.0,4,5.0,1,1.0,0,4,0,0.0,0,30402.0,2,3
52.0,1,1,10.0,2,0,1,3.0,4,3.0,1,3.0,0,5,1,0.0,0,31555.0,2,3
57.0,0,1,16.0,3,0,4,4.0,0,3.0,1,4.0,0,1,1,1.0,1,21620.0,1,4
53.0,1,3,12.0,3,1,2,3.0,1,3.0,0,3.0,1,5,0,0.0,2,17306.0,1,3
38.0,0,1,35.0,2,0,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0,1,2
46.0,0,1,30.0,2,1,3,4.0,1,5.0,1,3.0,1,1,1,1.0,2,22311.0,1,3
38.0,0,1,16.0,3,1,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17684.0,1,2
33.0,0,1,7.0,2,0,4,5.0,0,4.0,0,8.0,0,3,1,1.0,1,21010.0,1,1
45.0,0,1,30.0,3,1,4,4.0,1,4.0,1,6.0,0,3,0,2.0,2,20720.0,1,2
44.0,1,1,15.0,2,0,4,4.0,1,3.0,1,6.0,1,1,1,1.0,2,23200.0,1,2
41.0,1,3,6.0,2,0,3,3.0,1,3.0,2,1.0,1,2,1,0.0,2,20993.0,1,2
34.0,0,3,15.0,2,0,3,5.0,0,3.0,2,2.0,0,1,0,2.0,1,21020.0,1,1
39.0,0,1,15.0,2,1,2,3.0,2,3.0,2,3.0,0,4,0,1.0,4,34431.0,2,2
60.0,1,3,32.0,2,0,5,4.0,3,5.0,3,2.0,0,3,1,2.0,3,26315.0,2,4
32.0,1,1,10.0,2,0,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,21162.0,1,1
39.0,0,1,31.0,2,1,3,3.0,3,3.0,0,4.0,0,1,0,0.0,3,25920.0,2,2
51.0,1,1,13.0,3,1,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,21132.0,1,3
30.0,1,3,17.0,2,1,4,4.0,0,3.0,3,3.0,0,4,1,1.0,1,21320.0,1,1
55.0,1,3,15.0,3,0,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,34187.0,2,3
32.0,0,1,19.0,2,0,3,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17743.0,1,1
29.0,1,1,8.0,1,1,4,5.0,0,5.0,2,8.0,0,3,1,2.0,1,20758.0,1,1
34.0,1,3,8.0,2,1,2,3.0,1,3.0,2,2.0,0,5,0,1.0,2,21274.0,1,1
27.0,0,3,7.0,3,1,3,5.0,1,5.0,3,3.0,0,3,1,2.0,2,22972.0,1,1
54.0,1,3,8.0,2,0,2,4.0,3,3.0,0,7.0,0,5,1,0.0,3,25686.0,2,3
